Rank,Previous,ID,Assoc,Gender,Name,Points,Previous Points,WeekNum,MonthNum,YearNum
663,603,132311,HKG,M,CHONG Maurice Kai Ning,931,936,0,12,2017
665,606,132172,KOR,M,JANG Seongil,929,929,0,12,2017
0,0,119820,SEN,M,SOW Hamidou,665,665,0,12,2017
666,607,116245,CAN,M,LU ^^ Yen-Chun,927,927,0,12,2017
667,608,122546,SGP,M,TAN Lucas,925,925,0,12,2017
667,608,131926,KOR,M,YANG Yechan,925,925,0,12,2017
669,610,113070,MEX,M,LARA Miguel,922,922,0,12,2017
0,0,134794,JPN,M,TSUKIDATE Shunsuke,669,669,0,12,2017
670,611,123018,HUN,M,JUHASZ Patrik,921,920,0,12,2017
671,666,123192,SRB,M,LEVAJAC Dimitrije,920,832,0,12,2017
0,0,131982,MGL,M,CHINBAT Erdenebayar,671,671,0,12,2017
672,612,123544,SWE,M,KJELLSON Christoffer,918,918,0,12,2017
673,613,134582,ENG,M,LEETE Matthew,916,916,0,12,2017
0,0,102213,NCL,M,DEY Jeremy,673,673,0,12,2017
674,577,122642,IRL,M,CATHCART Owen,914,970,0,12,2017
675,615,119272,POL,M,DOSZ Slawomir,913,913,0,12,2017
676,614,122276,ESP,M,RUIZ Francisco Miguel,912,914,0,12,2017
677,621,123773,ARG,M,FUENTES Leandro,911,903,0,12,2017
677,0,132935,SRB,M,FENYVESI Florian,911,937,0,12,2017
0,0,134793,JPN,M,KAWAKAMI Naoya,677,677,0,12,2017
679,0,117140,TUN,M,AMMOUS Omar,910,772,0,12,2017
680,616,112125,DOM,M,VILA Isaac,908,908,0,12,2017
681,618,115780,PRK,M,KIM Jin Su,907,907,0,12,2017
681,618,122061,CRO,M,MARTINEK Luka,907,907,0,12,2017
0,0,116559,SLO,M,NOVAK Tilen,682,682,0,12,2017
0,0,121687,POR,M,DOYEN ^^ Antoine,682,682,0,12,2017
683,620,103288,YEM,M,GUBRAN Fahd,904,904,0,12,2017
684,621,114020,FIN,M,OCONNOR Miikka,903,903,0,12,2017
685,623,133695,JPN,M,KOBAYASHI Hiromu,902,902,0,12,2017
686,631,121546,POR,M,LI Tiago,899,891,0,12,2017
0,0,118838,ENG,M,MABEY Samuel,686,686,0,12,2017
0,0,120096,SWE,M,KIPPEL Viggo,686,686,0,12,2017
687,624,131217,NOR,M,VETVIK Finn,898,900,0,12,2017
688,625,115118,KSA,M,BU SHULAYBI Abdulaziz,897,897,0,12,2017
688,625,118690,SRB,M,POPOVIC Marko,897,897,0,12,2017
690,627,118523,AUS,M,CHAMBERS Dillon,896,896,0,12,2017
0,0,109746,SMR,M,VANNUCCI Marco,690,690,0,12,2017
691,628,118541,AUS,M,DUFFY Jake,895,895,0,12,2017
692,656,133379,FRA,M,SABHI Myshaal,891,851,0,12,2017
693,637,123515,ROU,M,OPREA Dragos Florin,890,876,0,12,2017
694,670,122051,ITA,M,OYEBODE John,889,822,0,12,2017
695,632,113320,BUL,M,IVANOV Daniel,887,887,0,12,2017
696,633,122607,PER,M,HIDALGO Rodrigo,885,885,0,12,2017
697,634,105897,LAT,M,MASLOVS Leonids,883,883,0,12,2017
698,635,133656,POR,M,DA SILVA Samuel,881,880,0,12,2017
0,0,118928,SLO,M,PAULIN Erik,698,698,0,12,2017
699,0,123257,ESP,M,PALACIOS Daniel,880,833,0,12,2017
700,636,132775,GER,M,RINDERER Daniel,877,877,0,12,2017
701,638,134881,IND,M,HINGORANI Ishaan,875,875,0,12,2017
702,0,116421,PUR,M,GONZALEZ Yomar,873,829,0,12,2017
703,675,120155,ROU,M,SPELBUS Florin,872,817,0,12,2017
704,640,115249,CGO,M,BIENATIKI Christ,871,871,0,12,2017
704,640,133811,SVK,M,TONKOVIC Markus,871,871,0,12,2017
0,0,120938,THA,M,SHOTELERSUK Varote,704,704,0,12,2017
706,643,115232,PUR,M,JIMENEZ Ricardo,869,869,0,12,2017
706,0,121060,ISR,M,BEN-ARI Aviv,869,0,0,12,2017
706,643,123219,IND,M,AMBEKAR Sanish,869,869,0,12,2017
709,672,131211,NOR,M,HAUG Borgar,867,821,0,12,2017
0,0,113289,SMR,M,BERARDI Mattia,709,709,0,12,2017
710,699,131671,POL,M,KUBIK Maciej,866,771,0,12,2017
710,639,134395,AUT,M,WETZEL Felix ^^,866,874,0,12,2017
712,640,131294,RUS,M,IVANOV Gleb,865,871,0,12,2017
713,648,123143,GHA,M,COMMEY Emmanuel,864,864,0,12,2017
714,650,116492,AUS,M,HUANG Dominic,863,863,0,12,2017
0,0,122606,SWE,M,KARLSSON Filip,714,714,0,12,2017
715,0,133850,SGP,M,CHUA Josh Shao Han,862,841,0,12,2017
716,651,123175,NGR,M,SOLANKE Azeez,861,861,0,12,2017
716,648,123522,DEN,M,MIKKELSEN Rasmus,861,864,0,12,2017
0,0,122610,PER,M,DUFFOO Felipe,716,716,0,12,2017
718,652,115212,RSA,M,MATHOLE Terrence,859,859,0,12,2017
719,0,121722,TUN,M,BOURASS Aboubaker,858,753,0,12,2017
720,680,121452,EGY,M,ELHAKEM Karim,856,801,0,12,2017
720,653,121682,BUL,M,TODOROV Stefan,856,856,0,12,2017
0,0,120161,SLO,M,GRM URBANCIC Crt,720,720,0,12,2017
722,0,133367,FRA,M,RAKOTOARIMANANA Fabio,855,844,0,12,2017
723,654,118702,NGR,M,FAGBAMILA Akinwale,854,854,0,12,2017
724,647,132217,ROU,M,MLADIN Paul,852,866,0,12,2017
725,655,133589,ENG,M,BENNETT Joshua,849,853,0,12,2017
726,658,112642,GHA,M,ABREFA Derek,841,841,0,12,2017
727,659,114007,CYP,M,YIANGOU Yiangos,840,840,0,12,2017
728,662,114750,NZL,M,RAO Roger,837,837,0,12,2017
729,661,120674,FIN,M,NAUMI Alex,836,838,0,12,2017
730,666,122008,ENG,M,HARRISON Adam,832,832,0,12,2017
0,0,131420,POL,M,WACHOWIAK Lukasz,730,730,0,12,2017
731,669,124175,HKG,M,LAU Chun Kit,829,829,0,12,2017
732,666,118023,ECU,M,CABRERA Adrian,828,832,0,12,2017
733,659,123568,SWE,M,THIMON Jonathan,823,840,0,12,2017
733,643,123905,POL,M,ZANDECKI Jan,823,869,0,12,2017
735,670,121277,MEX,M,ARCE Damian,822,822,0,12,2017
0,0,124589,JPN,M,HIRUTA Ryu,735,735,0,12,2017
736,673,113167,IRI,M,EBADI POUR Ahmad Reza,820,820,0,12,2017
737,676,113583,WAL,M,"O'CONNELL Daniel",815,815,0,12,2017
738,663,122679,BLR,M,RUKLETSOV Vladislav,812,836,0,12,2017
739,840,124566,POR,M,GOMES Goncalo,809,546,0,12,2017
740,677,120157,SLO,M,CVETKO Tilen,807,811,0,12,2017
740,674,122537,DOM,M,LOCKWARD Mariano,807,818,0,12,2017
742,678,108189,COL,M,SALAZAR Jonathan,806,806,0,12,2017
743,701,122047,ITA,M,PICIULIN Gabriele,805,769,0,12,2017
744,665,124435,NOR,M,BERNER Sondre,803,834,0,12,2017
745,698,123017,HUN,M,BOTH Oliver,802,772,0,12,2017
746,681,119666,CAN,M,HO Bryan,800,800,0,12,2017
746,679,122080,ITA,M,GUALDI Matteo,800,804,0,12,2017
748,0,131065,GER,M,HENNIG Sven,786,0,0,12,2017
749,683,116840,LTU,M,LESIV Rimas,785,787,0,12,2017
749,686,122299,INA,M,NEGARA Muhammad,785,785,0,12,2017
0,0,111371,MLT,M,BAJADA Daniel,750,750,0,12,2017
751,689,115693,AUS,M,TSAO Erny,780,780,0,12,2017
751,682,121940,IRI,M,SHAMS Navid,780,788,0,12,2017
0,0,118950,SGP,M,LOY Meng Hean Darren,752,752,0,12,2017
753,692,121076,SUI,M,KARIN Filip,777,777,0,12,2017
754,693,120025,NGR,M,OGINI Olasunkanmi,776,776,0,12,2017
754,693,123207,BIH,M,MIHAILOVIC Nikola,776,776,0,12,2017
756,695,111528,ESA,M,CALDERON Julio,774,774,0,12,2017
757,697,118011,MEX,M,GASIO Guillermo,773,773,0,12,2017
758,0,120053,ESP,M,CASARES Rafael,772,778,0,12,2017
759,0,106034,SUI,M,MEMMI Daniel,771,0,0,12,2017
760,702,121939,IRI,M,SHAMS Hamid,770,764,0,12,2017
760,695,131289,RUS,M,LINEV Pavel,770,774,0,12,2017
762,683,121717,SWE,M,NILSSON Melker,766,787,0,12,2017
762,700,122894,PAN,M,VAHNISH Jacobo,766,770,0,12,2017
0,0,133652,FRA,M,DORR Esteban,762,762,0,12,2017
764,712,131694,CZE,M,ONDERKA Frantisek,765,746,0,12,2017
765,702,111498,CRC,M,MARTINEZ Jeison,764,764,0,12,2017
765,687,123534,CZE,M,MARTINKO Tomas,764,783,0,12,2017
765,685,132793,ARG,M,LORENZO Santiago,764,786,0,12,2017
0,0,122423,CAN,M,HUANG Edison,768,770,0,12,2017
768,705,118725,CMR,M,NGWE NIKENG Emmanuel,761,761,0,12,2017
768,691,124461,ARG,M,GUADALUPE Matias,761,779,0,12,2017
770,721,132786,IND,M,JEHO Himnakulhpuingheta,760,729,0,12,2017
771,702,123896,POL,M,DZIADEK Kamil,755,764,0,12,2017
771,689,134628,ENG,M,KWAN Wing,755,780,0,12,2017
773,708,121871,SVK,M,ORAC Daniel,754,749,0,12,2017
773,740,122186,TUN,M,HAMDOUN Nathael,754,699,0,12,2017
775,717,117533,ARG,M,TOLOSA Santiago,750,739,0,12,2017
775,707,122187,EGY,M,ABDELWAHAB Marwan,750,750,0,12,2017
775,0,134353,SWE,M,ANDERSSON David,750,716,0,12,2017
0,0,100869,MLT,M,BALDACCHINO Edward,777,777,0,12,2017
0,0,120114,FRA,M,PRIME Sebastien,777,777,0,12,2017
778,709,117062,SCO,M,WHEELER Christopher,747,747,0,12,2017
778,709,122677,BLR,M,TSIAROKHIN Andrei,747,747,0,12,2017
778,709,123072,PHI,M,JACOLO Ryan Rodney,747,747,0,12,2017
778,706,123948,ISR,M,SHUSTERMAN Yonatan,747,753,0,12,2017
782,688,116709,UAE,M,ALBALOOSHI Abdulla,746,782,0,12,2017
782,712,117880,UKR,M,TYMOFIEIEV Oleksandr,746,746,0,12,2017
782,712,133347,KOR,M,KIM Taehyun,746,746,0,12,2017
0,0,121858,BLR,M,DAUNAROVICH Pavel,783,787,0,12,2017
785,715,122425,CAN,M,LY Edward,742,742,0,12,2017
786,718,114323,JOR,M,ALDMAISY Zeyad,737,737,0,12,2017
787,719,102245,LUX,M,DIELISSEN Marc,736,736,0,12,2017
788,720,116227,SGP,M,TEO Yi Sen Bryan,735,735,0,12,2017
788,752,132227,UKR,M,LUSHNIKOV Volodymyr,735,681,0,12,2017
0,0,120262,ROU,M,ANCA Vladimir,789,789,0,12,2017
790,0,118845,ISR,M,DAVIDOV Ronel,734,0,0,12,2017
791,0,121993,EGY,M,RAHMOU Abdelrahman,732,743,0,12,2017
792,789,134333,GER,M,HOLLO Mike,728,620,0,12,2017
793,722,133867,HKG,M,CHAN Baldwin Ho Wah,726,726,0,12,2017
794,724,116724,COD,M,KASSA Gedeon,725,725,0,12,2017
794,716,122982,CRO,M,BAN Ivor,725,740,0,12,2017
0,0,123080,UZB,M,LEVCHENKO Gennadiy,795,795,0,12,2017
796,725,121178,USA,M,ALGUETTI Gal,723,723,0,12,2017
796,0,132008,KOR,M,SON Suk Hyun,723,0,0,12,2017
798,726,132994,CZE,M,SKALA Radek,722,722,0,12,2017
798,770,132995,CZE,M,BELIK Simon,722,649,0,12,2017
800,758,131376,BEL,M,DEGROS Nicolas,721,675,0,12,2017
0,0,119248,BRA,M,NARITA Henrique,801,801,0,12,2017
801,726,133736,NGR,M,MATI Taiwo,716,722,0,12,2017
802,730,122703,SWE,M,DANIELSSON Oskar,715,715,0,12,2017
803,731,131154,PRK,M,MUN Jin Song,714,714,0,12,2017
804,729,131093,ESP,M,GRAU Sergi,713,716,0,12,2017
804,732,131934,HKG,M,WONG Hon Lam,713,713,0,12,2017
806,728,133020,SUI,M,TSCHANZ Cedric,712,718,0,12,2017
807,735,122151,TUN,M,BEN ATTIA Youssef,711,711,0,12,2017
808,734,122674,NOR,M,WETZEL Adrian,710,712,0,12,2017
809,722,131502,IRI,M,KHAYYAM Radin,705,726,0,12,2017
0,0,114072,SCO,M,MAIN Calum,810,810,0,12,2017
810,837,131779,ESP,M,GUTIERREZ Marc,703,552,0,12,2017
811,735,122800,JOR,M,KHADER Khaled,702,711,0,12,2017
812,738,131340,EGY,M,AZZAM Mohamed,701,701,0,12,2017
813,739,116341,ARG,M,TITOLO Franco,700,700,0,12,2017
813,773,122086,ITA,M,PUPPO Andrea,700,646,0,12,2017
0,0,114031,CRO,M,ZOVKO Vjekoslav,814,814,0,12,2017
815,741,116253,CAN,M,YEUNG Klement,697,697,0,12,2017
815,762,123924,POL,M,WALASZEK Przemyslaw,697,666,0,12,2017
815,0,131723,ESP,M,VILARDELL Albert,697,0,0,12,2017
818,732,119944,AUS,M,DHOORIA Rohan,695,713,0,12,2017
0,0,131412,KOR,M,KIM Woojin,819,819,0,12,2017
819,742,121493,USA,M,DING Billy Xu,694,694,0,12,2017
819,742,134863,TPE,M,WANG Yi-Fan,694,694,0,12,2017
821,744,118939,NOR,M,MERINGDAL Fredrik,692,692,0,12,2017
822,759,120315,KSA,M,ALAMRI Abdulaziz,690,674,0,12,2017
823,737,122277,ESP,M,SORIA Javier,688,710,0,12,2017
824,745,123665,BEL,M,JACQUES Quentin,687,691,0,12,2017
0,0,120640,IRI,M,HAJIEI Arman,825,825,0,12,2017
0,0,124571,TPE,M,HO Jui-Lin,825,825,0,12,2017
825,746,132179,PER,M,LOLI Jhon,686,686,0,12,2017
826,748,121512,HKG,M,CHOI Cheuk Kwan,685,685,0,12,2017
826,778,133241,RUS,M,RYZHOV Sergey,685,640,0,12,2017
828,749,114017,EST,M,LINDMAE Erik,682,682,0,12,2017
828,749,122122,WAL,M,EVANS Callum,682,682,0,12,2017
0,0,120126,SWE,M,GEORGSSON Vilmer,830,832,0,12,2017
830,752,119033,CAN,M,BU Alexander,681,681,0,12,2017
831,796,123020,ROU,M,ZAMFIR Mihai,680,614,0,12,2017
831,749,131126,SRB,M,TEPIC Pero,680,682,0,12,2017
833,754,118934,HKG,M,WONG Ho Hin,678,678,0,12,2017
834,755,116758,IND,M,DANI Mudit,677,677,0,12,2017
834,755,124176,HKG,M,CHAN Yee Shun,677,677,0,12,2017
0,0,100196,MDV,M,AHMED Moosa,835,835,0,12,2017
836,757,120093,ROU,M,SINGEORZAN Bogdan,676,676,0,12,2017
837,746,132325,HKG,M,YIU Kwan To,672,686,0,12,2017
838,781,131917,IND,M,JAIN Payas,670,629,0,12,2017
839,801,123923,POL,M,PETAS Kacper,669,603,0,12,2017
840,760,113570,NZL,M,CHENG Zhiyang,668,668,0,12,2017
841,0,119205,RUS,M,FEDOTOV Petr,667,667,0,12,2017
842,760,124149,CRO,M,MARTINEK Mislav,666,668,0,12,2017
843,0,119951,AUS,M,GOULD Benjamin,664,538,0,12,2017
843,763,122993,CRO,M,VIDACEK Marko,664,664,0,12,2017
845,805,133829,TPE,M,PENG Chih,660,596,0,12,2017
0,0,123028,BRA,M,TURRINI Rafael,846,846,0,12,2017
846,880,131150,KAZ,M,KENZHIGULOV Aidos,656,478,0,12,2017
847,765,114397,EST,M,SAAREMAE Rivo,655,655,0,12,2017
848,766,122053,TUR,M,SAHIN Zihni,654,654,0,12,2017
849,767,121691,GRE,M,DAMIANIS Efstratios,653,653,0,12,2017
850,0,124234,RUS,M,BEREZIN Ilya,651,0,0,12,2017
0,0,120869,ESP,M,CANO Rodrigo,851,851,0,12,2017
851,763,121992,EGY,M,ELBORHAMY Ahmed,649,664,0,12,2017
852,767,120668,IRI,M,AMIRI Arya,647,653,0,12,2017
852,771,131727,THA,M,VERAKULTAWAN Purit,647,647,0,12,2017
854,775,131406,DEN,M,CHRISTENSEN Thor,643,643,0,12,2017
0,0,131123,SWE,M,SANDSTROM Per,855,855,0,12,2017
855,777,123170,NGR,M,OSEDUNKWU Joseph,641,641,0,12,2017
856,775,121166,CAN,M,YEUNG Terence,640,643,0,12,2017
856,769,132187,MEX,M,CAYETANO Mauricio,640,650,0,12,2017
856,778,132312,HKG,M,PAU Yik Man,640,640,0,12,2017
859,785,131676,SUI,M,GIROD Dorian,637,624,0,12,2017
859,0,131823,ENG,M,CLARK Joseph,637,491,0,12,2017
861,771,124639,TUR,M,YILMAZ Tugay,636,647,0,12,2017
862,780,116351,URU,M,KACOWICZ Santiago,630,630,0,12,2017
862,774,133206,RUS,M,MAKAROV Vladislav,630,645,0,12,2017
0,0,114859,HUN,M,KOVACS Sebestyen,863,863,0,12,2017
0,0,133454,ARG,M,DE VINCENZO Matias,864,883,0,12,2017
864,781,122643,IRL,M,GILLEN Alexander,629,629,0,12,2017
865,783,117451,BUL,M,KAPITANOV Nikolay,627,627,0,12,2017
866,784,120570,BLR,M,HENIN Valentin,625,625,0,12,2017
0,0,106136,KOS,M,MAKOLLI Milot,867,867,0,12,2017
867,788,104452,NGR,M,KAYODE Bode,623,623,0,12,2017
868,785,123525,ISR,M,FARFEL Gal,622,624,0,12,2017
868,828,131297,RUS,M,ANOKHIN Ilia,622,571,0,12,2017
0,0,111135,BLR,M,VOITSEKHAU Tsimur,870,870,0,12,2017
0,0,116860,ALG,M,DOUIFI Yaniss,870,870,0,12,2017
870,0,131932,MAS,M,CHOONG Javen,621,637,0,12,2017
871,789,122963,CUB,M,HERNANDEZ Carlos,620,620,0,12,2017
871,0,132789,CZE,M,MOKREJS Jan,620,0,0,12,2017
873,791,121532,WAL,M,CUNDY Dean,618,618,0,12,2017
873,791,132026,NGR,M,OMEH Amadi,618,618,0,12,2017
875,0,132805,ROU,M,NEMACIUC Mihai,616,618,0,12,2017
876,793,118737,CAN,M,LEE Lester,615,615,0,12,2017
876,793,119140,BLR,M,VERHUNOU Raman,615,615,0,12,2017
878,785,120742,ALG,M,CHAICHI Abdelbasset,613,624,0,12,2017
878,797,123148,NGR,M,FALANA Tobi,613,613,0,12,2017
0,0,114855,CRO,M,ZELJKO Dominik,879,879,0,12,2017
880,829,116831,EGY,M,HELMY Mahmoud,612,566,0,12,2017
0,0,121621,BRA,M,SANTOS Vitor,881,881,0,12,2017
881,820,120281,CZE,M,KOLDAS Tomas,609,582,0,12,2017
882,805,123829,ESP,M,LILLO Alberto,608,596,0,12,2017
883,799,122744,HKG,M,CHU Pak Chung,605,605,0,12,2017
884,800,123637,TUR,M,BASSAN Umut Emre,604,604,0,12,2017
884,810,131062,SVK,M,KLAJBER Adam,604,590,0,12,2017
886,798,123273,HUN,M,TEREK Norbert,601,609,0,12,2017
886,802,131881,BLR,M,KORTCHINSKI Ilia,601,601,0,12,2017
888,803,121435,PUR,M,ECHEVARRIA Sebastian,600,600,0,12,2017
889,804,111383,LAT,M,EIHMANS Gints,599,599,0,12,2017
890,793,123276,ROU,M,POP Mihai,597,615,0,12,2017
890,805,134186,IND,M,MALIK Yashansh,597,596,0,12,2017
892,808,119169,FIN,M,FLEMMING Veikka,594,594,0,12,2017
893,809,123153,NGR,M,HASSAN Nurudeen,591,591,0,12,2017
894,810,115783,SRI,M,KULAPPUWA Imantha,590,590,0,12,2017
895,812,119546,KAZ,M,RAITER Erik,588,588,0,12,2017
896,813,131176,DEN,M,ANDERSEN Martin Buch,587,587,0,12,2017
897,815,116014,USA,M,HSU Nathan,586,586,0,12,2017
897,815,120942,THA,M,PANKHAOYOY Supakron,586,586,0,12,2017
899,818,120012,EGY,M,WAEL Ziad,584,584,0,12,2017
900,813,120637,EGY,M,DENDAN Abdelrahman,583,587,0,12,2017
900,819,131336,EGY,M,ELSHAWA Ziad,583,583,0,12,2017
902,815,131666,GRE,M,CHATZILYGEROUDIS Gerasimos,582,586,0,12,2017
902,820,132102,ARG,M,VELARDE Matias,582,582,0,12,2017
904,826,132977,DEN,M,SIMONSEN Daniel,581,576,0,12,2017
905,822,120787,CGO,M,KIASSI Regis,580,580,0,12,2017
905,822,121225,ROU,M,LIPAN Teodor,580,580,0,12,2017
907,824,131665,GRE,M,DAMIANIS Ioannis,579,579,0,12,2017
0,0,112677,PAK,M,RAMEEZ Muhammad,908,908,0,12,2017
908,825,114049,KOS,M,CITAKU Baton,578,578,0,12,2017
909,827,111640,EGY,M,MESHREF Ahmed,572,573,0,12,2017
910,0,132039,EGY,M,ABDELWAHAB Youssef,571,0,0,12,2017
0,0,123558,SWE,M,BERGSTROM Emil,911,911,0,12,2017
911,871,117027,NZL,M,SHU Dean,568,496,0,12,2017
912,830,124146,UKR,M,BROIAKOVSKYI Vsevolod,564,564,0,12,2017
913,874,132806,ROU,M,VRABIE George,557,492,0,12,2017
914,841,134690,SRB,M,GRUJIC Nikola,556,544,0,12,2017
0,0,112504,BAN,M,CHOWDHURY Manash,915,915,0,12,2017
0,0,113659,BLR,M,MILOVANOV Andrey,915,915,0,12,2017
915,832,119644,ESA,M,MENDOZA Oliver,555,555,0,12,2017
916,834,121278,MEX,M,ARCE Dario,554,554,0,12,2017
916,834,123526,ISR,M,ITSHAK Ziv,554,554,0,12,2017
916,834,132904,BUL,M,DOYCHEV Iliyan,554,554,0,12,2017
916,831,133827,TPE,M,LIN Yen-Chun,554,560,0,12,2017
0,0,120927,THA,M,SANGPAO Komgrit,918,918,0,12,2017
920,837,132104,ARG,M,ORENCEL Alexis,552,552,0,12,2017
921,839,131374,EGY,M,ATTIA Ammar,550,550,0,12,2017
921,0,132914,GRE,M,STAMOU Konstantinos,550,0,0,12,2017
923,879,134977,UKR,M,YUNCHYK Valentyn,548,480,0,12,2017
0,0,131924,KOR,M,CHO Kijeong,924,924,0,12,2017
924,853,122632,BIH,M,MIHAILOVIC Luka,547,520,0,12,2017
925,841,110071,LCA,M,WELLS Chris,544,544,0,12,2017
926,843,117950,CIV,M,ALI Kanate,540,543,0,12,2017
926,845,133022,POL,M,JANKOWSKI Jakub,540,540,0,12,2017
928,844,123213,SRB,M,JOVICIC Matija,539,541,0,12,2017
928,832,123421,POR,M,BESSA David,539,555,0,12,2017
0,0,123066,MAC,M,WANG Chun,929,929,0,12,2017
930,846,132289,FIN,M,OJALA Matias,538,538,0,12,2017
931,847,120163,SLO,M,NORCIC Luka,534,536,0,12,2017
0,0,115186,URU,M,LORENZOTTI Gonzalo,932,932,0,12,2017
932,848,131962,SGP,M,WONG Yan Kai Andy,525,535,0,12,2017
0,0,116747,IRI,M,LOTFOLLAH NASABI Matin,933,933,0,12,2017
933,0,132032,EGY,M,KHALED Islam,524,0,0,12,2017
934,850,118802,JOR,M,SALAMEH Mohammad,523,523,0,12,2017
935,851,122735,HKG,M,LEE Pak Ho,522,522,0,12,2017
936,852,131756,BEL,M,LAFFINEUR Louis,521,521,0,12,2017
936,0,131861,URU,M,PALOU Pablo,521,0,0,12,2017
938,853,121097,CAN,M,LEHMANN Matthew,520,520,0,12,2017
938,853,121740,BAR,M,KNIGHT Tyrese,520,520,0,12,2017
938,849,123874,THA,M,SANGLERTSILPACHAI Thyme,520,524,0,12,2017
0,0,108602,VAN,M,SHING Yoshua,939,939,0,12,2017
0,0,116755,SGP,M,LIM Zheng Jie Edric,941,941,0,12,2017
941,0,123312,NZL,M,ZHAO Yanglun,517,526,0,12,2017
942,858,118564,AUS,M,HOUGHTON Benjamin,515,515,0,12,2017
942,858,122979,CRO,M,TICA Jakov,515,515,0,12,2017
0,0,101040,PYF,M,BELROSE Ocean,943,943,0,12,2017
944,862,123668,CZE,M,CERNOTA Filip,512,512,0,12,2017
944,857,132221,SRB,M,BOGNAR Bence,512,518,0,12,2017
946,864,123246,ROU,M,RADOI Marius,510,510,0,12,2017
947,863,133310,SWE,M,NETTARP Bruno,509,511,0,12,2017
948,865,131196,FIN,M,PIHKALA Arttu,508,508,0,12,2017
949,866,122012,SUI,M,SIMONET Nicolas,507,507,0,12,2017
949,866,134567,AUT,M,KASES Andre Pierre,507,507,0,12,2017
951,876,131673,SUI,M,OSIRO Pedro,504,487,0,12,2017
952,856,131997,BLR,M,KUNATS Heorhi,503,519,0,12,2017
953,860,124167,THA,M,CHANPEN Chetthanabodi,502,514,0,12,2017
953,0,131678,POR,M,SILVA Joao,502,0,0,12,2017
0,0,120771,RUS,M,ISAKOV Ilya,954,954,0,12,2017
955,869,131419,POL,M,WITKOWSKI Jakub,499,499,0,12,2017
956,860,118108,UAE,M,ALBALUSHI Salah,494,514,0,12,2017
0,0,132131,CHN,M,GAO Shentong,957,957,0,12,2017
957,874,120576,LTU,M,KACERAUSKAS Agnius,492,492,0,12,2017
957,868,124525,CRO,M,JAKELIC Jakov,492,505,0,12,2017
957,871,132223,SUI,M,MOULLET Barish,492,496,0,12,2017
960,894,133019,ENG,M,WALSH Ethan,491,463,0,12,2017
961,873,131683,ITA,M,CAPPUCCIO Marco,489,493,0,12,2017
961,0,132944,SRB,M,STOSIC Ognjen,489,0,0,12,2017
0,0,117903,SRI,M,RANASINGHA Imesh,963,963,0,12,2017
963,890,131096,HUN,M,OCSAI Mate,488,466,0,12,2017
964,877,118810,IRQ,M,JABBAR Hussein,485,485,0,12,2017
0,0,112302,KGZ,M,SAGYNDYKOV Talgat,965,965,0,12,2017
965,0,135105,SWE,M,HEDLUND Oskar,483,0,0,12,2017
966,889,123290,CZE,M,PRUSA David,482,467,0,12,2017
966,869,123339,HUN,M,MOLNAR David,482,499,0,12,2017
0,0,118952,SGP,M,TAY Ming Han Maxxe,968,968,0,12,2017
968,877,132196,SMR,M,MONGIUSTI Mattias,481,485,0,12,2017
969,881,117202,TTO,M,ROOPNARINE Arun,477,477,0,12,2017
0,0,123053,KOR,M,KANG Jinho,970,970,0,12,2017
970,882,121855,AUT,M,TRINK Michael,476,476,0,12,2017
971,883,132182,ARU,M,CHUNG Benny,475,475,0,12,2017
972,884,119825,ARG,M,WALDSZAN Matias,474,474,0,12,2017
972,0,131672,BIH,M,MUJICIC Emir,474,0,0,12,2017
