Rank,Previous,ID,Assoc,Gender,Name,Points,Previous Points,WeekNum,MonthNum,YearNum
0,0,116571,LAO,M,PHATHAPHONE Thavisack,974,974,0,12,2017
974,885,118945,QAT,M,AL-MALKI Nawaf,473,473,0,12,2017
0,0,122138,EGY,M,FATHY Mahmoud,975,975,0,12,2017
975,887,117453,BUL,M,YANEV Viktor,470,470,0,12,2017
0,0,119311,BLR,M,ANTONAU Vadzim,976,976,0,12,2017
976,888,133002,MDA,M,COZMOLICI Felix,469,469,0,12,2017
0,0,100877,NZL,M,BALL Matthew,977,977,0,12,2017
977,0,133301,BUL,M,STEFANOV Dimitar,467,0,0,12,2017
978,890,115802,BUL,M,KOSTADINOV David,466,466,0,12,2017
978,890,131883,ESP,M,FERNANDEZ Adrian,466,466,0,12,2017
0,0,123578,SGP,M,BEH Kun Ting,979,979,0,12,2017
980,893,116710,UAE,M,ALMOHAISENI Abdulla,465,465,0,12,2017
981,0,132807,SRB,M,COKIC Aleksandar,464,0,0,12,2017
982,886,122866,CAN,M,JIANG Kenny,463,471,0,12,2017
983,895,123509,EGY,M,SWAIFY Omar,462,462,0,12,2017
984,0,123425,POR,M,CORREIA Ricardo,461,0,0,12,2017
984,911,133013,HUN,M,HUZSVAR Erik,461,430,0,12,2017
986,897,123382,AZE,M,SADIGOV Sadikh,457,457,0,12,2017
0,0,111971,TUN,M,MAMIA Thameur,987,987,0,12,2017
987,899,123050,SVK,M,REHO Rene,455,455,0,12,2017
988,895,131798,AUS,M,LUU Finn,452,462,0,12,2017
989,900,133341,SUI,M,HARDMEIER Elias,451,450,0,12,2017
990,900,122188,EGY,M,ELHERAZY Gawad,450,450,0,12,2017
991,897,116470,NZL,M,MA Victor,446,457,0,12,2017
991,903,119651,ESA,M,VILLALTA Oscar,446,446,0,12,2017
991,912,132220,SLO,M,NOVEL Matija,446,428,0,12,2017
994,902,133496,CHI,M,ALVARADO Francisco,445,449,0,12,2017
995,904,124143,SCO,M,MORRISON Calum,442,442,0,12,2017
0,0,100039,MAR,M,AGUIDA Abderrafiq,996,996,0,12,2017
0,0,100199,TKM,M,AHMEDOV Rashid,996,996,0,12,2017
996,905,121677,BUL,M,BEKIR Denis,438,438,0,12,2017
996,905,124147,UKR,M,LIMONOV Anton,438,438,0,12,2017
996,905,131045,NGR,M,ANIMASAHUN Abayomi,438,438,0,12,2017
999,908,123196,GRE,M,KORDOUTIS Dimitris,436,437,0,12,2017
0,0,107658,SMR,M,RAGNI ^ Lorenzo,1000,1000,0,12,2017
1000,909,123656,ITA,M,CICCHITTI Alessandro,434,434,0,12,2017
1000,924,124470,CHI,M,ALBORNOZ Fabian,434,398,0,12,2017
0,0,115137,CHI,M,SEPULVEDA Gustavo,1002,1002,0,12,2017
1002,910,118943,QAT,M,AL-ABDULLA Abdulaziz,431,431,0,12,2017
1003,913,122198,NGR,M,BABAFEMI Babatunde,427,427,0,12,2017
1004,0,132940,SRB,M,MARINKOVIC Milos,425,0,0,12,2017
1004,0,134227,SRB,M,DILAS Nemanja,425,0,0,12,2017
0,0,109064,SEY,M,SULTAN Godfrey,1005,1005,0,12,2017
1006,915,120117,RUS,M,KRASKOVSKII Aleksandr,423,423,0,12,2017
1007,0,133516,EGY,M,ABDELGHANY Mohamed,422,0,0,12,2017
1008,917,118811,IRQ,M,TAHER Mohammed,420,420,0,12,2017
1009,0,123510,EGY,M,EHAB Youssef,419,0,0,12,2017
1010,918,118947,QAT,M,AL-HAJAJI Abdulaziz,417,417,0,12,2017
1010,916,123297,SVK,M,DIKO Dalibor,417,421,0,12,2017
0,0,114143,IRI,M,ROUINTANESFAHANI Mohammadali,1012,1012,0,12,2017
1012,914,122986,CRO,M,ZOVKO Lovro,416,426,0,12,2017
1012,918,134149,ROU,M,TOMICA Andrei,416,417,0,12,2017
0,0,100343,MAR,M,REMMAL Mostafa,1014,1014,0,12,2017
1014,0,131782,ESP,M,NUNEZ Miguel,414,371,0,12,2017
1015,920,131061,SVK,M,PINDURA Tobias,412,412,0,12,2017
1016,921,131195,FIN,M,MORADABBASI ^ Pedram,408,408,0,12,2017
1017,0,131430,DEN,M,HANSEN Jonathan,404,0,0,12,2017
1018,922,132062,EGY,M,FAROUK Mazen,401,401,0,12,2017
1019,0,131724,ESP,M,PONS Arnau,399,0,0,12,2017
1020,924,122110,CRO,M,BANEK Mario,398,398,0,12,2017
1021,923,134341,CZE,M,VYBIRAL Filip,396,400,0,12,2017
0,0,104083,SRI,M,JAYASINGHA Nirmala,1022,1022,0,12,2017
0,0,122943,USA,M,WANG Jack,1022,1022,0,12,2017
1022,926,131078,SVK,M,CYPRICH Radovan,394,394,0,12,2017
1023,927,120793,MRI,M,GUKHOOL Wasiim,393,393,0,12,2017
0,0,111220,LTU,M,VILKAS Matas,1024,1024,0,12,2017
1024,0,131381,ENG,M,SMITH James,391,0,0,12,2017
1025,943,124144,SLO,M,FRELIH Aljaz,389,348,0,12,2017
1026,0,132042,EGY,M,ELSAFTY Omar,388,0,0,12,2017
1027,928,131199,LAT,M,CEMIRTANS Andrejs,387,387,0,12,2017
0,0,113509,VEN,M,MEDINA Jan,1028,1028,0,12,2017
1028,951,132983,SVK,M,DELINCAK Filip,386,315,0,12,2017
1029,929,134173,SLO,M,ERJAVEC Nejc,385,385,0,12,2017
1030,930,123130,NGR,M,AKOMOLAFE Sunday,383,383,0,12,2017
1031,972,123653,ITA,M,SOFIA Simone,380,256,0,12,2017
1031,0,133843,SWE,M,KERAENEN Linus,380,0,0,12,2017
1033,931,124004,NGR,M,OBAYOMI Michael,377,377,0,12,2017
1033,0,131725,ESP,M,GONZALEZ Iker,377,0,0,12,2017
1035,932,123163,CMR,M,NDIKUM ASAAH Prosper,374,374,0,12,2017
1036,934,132035,EGY,M,NADER Marwan,372,372,0,12,2017
1037,935,123893,ROU,M,POSTUDOR Bodgan,362,362,0,12,2017
1037,942,131595,CZE,M,STACH Matej,362,350,0,12,2017
1039,936,132376,SWE,M,GOTHERSTROM Richard,359,359,0,12,2017
1040,937,132010,USA,M,PLOG Jason,358,358,0,12,2017
1041,938,124509,PAR,M,MORENO Benicio,356,356,0,12,2017
1042,959,124553,INA,M,WAHID Habibie,352,298,0,12,2017
0,0,116916,TUN,M,BEN YAHIA Kerem,1043,1043,0,12,2017
1043,932,122798,JOR,M,ALHOURANI Hasan,350,374,0,12,2017
1043,940,132214,LUX,M,HUBERTY Dennis,350,352,0,12,2017
1043,0,134693,ROU,M,MOVILEANU Darius,350,0,0,12,2017
1046,944,120765,LUX,M,THILLEN Eric,341,342,0,12,2017
1047,945,124166,THA,M,CHANPEN Chetthanathip,340,340,0,12,2017
0,0,103826,KGZ,M,IAKUPBAEV Alisher,1048,1048,0,12,2017
1048,946,120026,NGR,M,OLADIRAN Joshua,339,339,0,12,2017
1048,0,132031,EGY,M,ASHRAF Moamen,339,0,0,12,2017
1050,0,122683,CHI,M,VALENZUELA David,335,336,0,12,2017
1050,0,131339,EGY,M,SAMEH Mohamed,335,0,0,12,2017
1052,947,122992,CRO,M,DRAZIC Dominik,334,334,0,12,2017
1052,0,131337,EGY,M,ZARAD Karim,334,0,0,12,2017
1054,939,123517,EGY,M,ELMAHDY Ahmed,332,354,0,12,2017
1054,0,132350,JOR,M,KASWAL Hamadeh,332,0,0,12,2017
1054,0,132937,SRB,M,JOCKOV Jovan,332,0,0,12,2017
0,0,102648,PAK,M,FAISAL Ali Sajjad,1056,1056,0,12,2017
1057,948,134993,ROU,M,MIRON Radu Andrei,331,331,0,12,2017
1057,0,135471,SRB,M,PETROVIC Djordje,331,0,0,12,2017
1059,949,117893,KAZ,M,ZHAMAL Bekulan,326,326,0,12,2017
0,0,113894,EGY,M,GHALLAB Aly,1060,1060,0,12,2017
1060,950,131422,POL,M,WEDERLICH Damian,319,319,0,12,2017
0,0,108050,KOS,M,ADEMAJ Rrahman,1061,1061,0,12,2017
0,0,131413,KOR,M,WOO Hyeonggyu,1061,1061,0,12,2017
1061,0,131597,CZE,M,SKOPAL Dalibor,317,0,0,12,2017
1062,952,116477,NZL,M,WANG Roger,314,314,0,12,2017
1062,940,132753,CRO,M,BOROVNJAK Filip,314,352,0,12,2017
0,0,106127,SRI,M,LAKSHITHA Milinda,1064,1064,0,12,2017
1064,0,135669,GER,M,FOX Tayler,311,0,0,12,2017
1065,956,134130,BLR,M,TSYHANOUSKI Mikhail,308,301,0,12,2017
0,0,134022,TPE,M,HUANG Yu-Jen,1066,1066,0,12,2017
1066,0,124593,SRB,M,BENKO Akos,304,0,0,12,2017
1067,957,131425,DEN,M,EMBORG Mikkel,303,300,0,12,2017
1068,955,122097,LUX,M,HOFFMANN Tom,302,302,0,12,2017
1069,0,132049,EGY,M,SAAD Yehia,301,0,0,12,2017
1069,0,133653,SWE,M,SILJEHOLM Teodor,301,0,0,12,2017
0,0,123056,KOR,M,LEE Seunghwan,1071,1071,0,12,2017
1071,954,134152,HUN,M,NAGY Norbert,299,306,0,12,2017
0,0,111696,VEN,M,CORREA Cecilio,1072,1072,0,12,2017
1072,0,121953,VEN,M,VILLANUEVA Nelson,297,297,0,12,2017
1073,0,131362,EGY,M,ALLAM Omar,296,0,0,12,2017
1073,0,134800,AUS,M,LUM Nicholas,296,0,0,12,2017
1075,0,135478,CZE,M,KAUCKY Jakub,293,0,0,12,2017
0,0,112456,CRO,M,ZELJKO Ivan,1076,1076,0,12,2017
1076,960,131089,NOR,M,LATE Thomas,292,292,0,12,2017
1076,0,132063,EGY,M,GAMAL Marwan,292,0,0,12,2017
0,0,115521,SCO,M,DOHERTY Sean,1077,1077,0,12,2017
0,0,104523,BAN,M,BILLAH Mahbub,1078,1078,0,12,2017
1078,961,122183,EGY,M,ABDELAAL Adham,289,289,0,12,2017
1078,953,134158,SLO,M,GODEC Aljaz,289,310,0,12,2017
0,0,116448,BRA,M,ZAULI Isaac,1080,1080,0,12,2017
1080,962,133428,SLO,M,JEVSNIK Jan,288,288,0,12,2017
1081,963,123185,BUL,M,VATOV Konstantin,287,287,0,12,2017
1081,0,135396,CRO,M,PETEK Bruno,287,0,0,12,2017
1083,986,132201,AUT,M,ZILLER Thomas,283,235,0,12,2017
1083,0,134170,BUL,M,BEKIR Eren,283,0,0,12,2017
1085,958,132827,BUL,M,PETROV Martin,279,299,0,12,2017
0,0,114061,NED,M,HAGERAATS Koen,1086,1086,0,12,2017
1086,978,134340,CZE,M,STALZER Adam,277,245,0,12,2017
1087,0,133688,SWE,M,HOLMQVIST Jens,275,0,0,12,2017
1087,0,135389,KSA,M,HUMAIDI Fares,275,0,0,12,2017
1087,0,135479,BIH,M,RAMLJAK Toni,275,0,0,12,2017
1090,964,121073,SMR,M,GIARDI Federico,272,272,0,12,2017
1090,0,135472,SRB,M,MITIC Aleksa,272,0,0,12,2017
0,0,114043,ITA,M,PAVAN Federico,1091,1091,0,12,2017
1092,0,131722,ESP,M,TAULER Norbert,271,0,0,12,2017
1093,966,119097,KSA,M,ALKHAMIS Sultan,270,270,0,12,2017
0,0,132192,THA,M,TANTAKOOL Tananan,1094,1094,0,12,2017
1094,964,133332,SLO,M,BREZNIK Luka,268,272,0,12,2017
1094,967,134355,ROU,M,OROSZLAN Richard-Lorand,268,268,0,12,2017
1096,0,135480,BIH,M,KAMENJAS Hamza,266,0,0,12,2017
1097,969,120757,SEY,M,ESTHER Nicholas,262,262,0,12,2017
1098,0,133513,EGY,M,EHAB Omar,260,0,0,12,2017
1098,0,133561,EGY,M,SALAHELDIN Moamen,260,0,0,12,2017
1098,0,134797,EGY,M,WAEL Yassin,260,0,0,12,2017
1098,968,134994,ROU,M,BUJOR Dragos Alexandru,260,263,0,12,2017
0,0,113798,ARG,M,BAYONA Lucas,1099,1099,0,12,2017
1102,971,133437,CRO,M,VEKIC Leo,257,257,0,12,2017
1103,1006,133557,SLO,M,ZIGON Ziga,256,200,0,12,2017
1104,973,115791,VIE,M,DOAN Ba Tuan Anh,254,254,0,12,2017
1104,0,132025,EGY,M,ZINHOM Mostafa,254,0,0,12,2017
1104,0,135475,POL,M,KUROWSKI Kamil,254,0,0,12,2017
0,0,104317,BUL,M,KAMBEROV Radoslav,1107,1107,0,12,2017
1107,974,119168,EST,M,VESTLI Toomas,252,252,0,12,2017
1108,0,134605,SWE,M,OSTBLOM Melker,251,0,0,12,2017
1108,0,134646,KSA,M,ALMUTAIRI Saud,251,0,0,12,2017
1108,0,135464,BUL,M,ZAYKOV Stoyan,251,0,0,12,2017
1111,0,134579,CZE,M,LEBEDA Matyas,250,0,0,12,2017
1112,976,134571,ROU,M,ROSCA Mihai,249,247,0,12,2017
0,0,114622,MGL,M,BATKHISHIG Bilegt,1113,1113,0,12,2017
1113,977,123357,EST,M,VALO Rainer,246,246,0,12,2017
1113,970,133440,CRO,M,METER Roko,246,261,0,12,2017
1115,0,131334,EGY,M,ELSARAFY Aly,245,0,0,12,2017
1115,0,132167,NCL,M,AUBRY Ronan,245,0,0,12,2017
1115,0,134047,SWE,M,HOLMQVIST Tom,245,0,0,12,2017
1115,0,134235,SRB,M,SENTMARTONI Denes,245,0,0,12,2017
1115,0,135463,BUL,M,VODENICHAROV Ilia,245,0,0,12,2017
1115,0,135593,EGY,M,ABDELAZIZ Omar,245,0,0,12,2017
1115,0,135594,EGY,M,ANANY Mohamed,245,0,0,12,2017
1122,978,123766,WAL,M,STACEY Joshua,244,245,0,12,2017
1123,0,132941,SRB,M,PAVLOVIC Djordje,242,0,0,12,2017
0,0,108728,SRI,M,SIRISENA Rohan,1124,1124,0,12,2017
1124,982,132971,SLO,M,LAVRIC Taj,241,241,0,12,2017
1124,975,134169,ROU,M,CHIRITA Iulian,241,251,0,12,2017
1126,980,124578,AUT,M,PROMBERGER Jonas,240,244,0,12,2017
1127,983,131387,SLO,M,PINTER Matjaz,239,239,0,12,2017
1127,1015,131388,SLO,M,TRTNIK Rok,239,195,0,12,2017
1127,983,134159,SLO,M,OMERZEL Mitja,239,239,0,12,2017
1130,981,131115,SVK,M,JOHN Marek,238,242,0,12,2017
1130,0,133654,SWE,M,IWARSSON Love,238,0,0,12,2017
1130,0,135578,EGY,M,SAHEB Yehia,238,0,0,12,2017
1133,0,132934,SRB,M,FALB Hunor,236,0,0,12,2017
1134,1000,134573,CZE,M,KVETON Ondrej,233,210,0,12,2017
1135,0,123935,FIJ,M,WU Vicky,230,0,0,12,2017
1135,0,133554,FIJ,M,CHAUHAN Jai,230,0,0,12,2017
1135,0,133935,EGY,M,ELSISY Mohamed,230,0,0,12,2017
1135,0,134207,KSA,M,ALQARNI M Fahad Bahjan,230,0,0,12,2017
1135,0,134223,SRB,M,LAZIC Stefan,230,0,0,12,2017
1135,0,134905,NZL,M,PARK Sang-Yong,230,0,0,12,2017
1135,0,135103,SWE,M,SJOGREN Elias,230,0,0,12,2017
1135,0,135167,KSA,M,AL YOUSEF Hasan,230,0,0,12,2017
1135,0,135366,CZE,M,OTAHAL Borek,230,0,0,12,2017
1135,0,135404,BUL,M,EFTIMOV Georgi,230,0,0,12,2017
1135,0,135470,SRB,M,PUHACA Mladen,230,0,0,12,2017
1135,0,135587,EGY,M,IBRAHIM Mohamed,230,0,0,12,2017
1135,0,135595,EGY,M,MOSTAFA Badr,230,0,0,12,2017
1135,0,135608,EGY,M,THABET Ahmed,230,0,0,12,2017
0,0,111091,MAC,M,CHANG Hoi Wa,1137,1137,0,12,2017
0,0,122340,TPE,M,CHIN Mao-Cheng,1138,1138,0,12,2017
1149,989,134097,CRC,M,ARAYA Daniel,227,227,0,12,2017
1150,990,123413,ESP,M,IGLESIAS Anxo,226,226,0,12,2017
1151,0,134971,COD,M,MBONGIA Christian,223,0,0,12,2017
1152,991,131389,SLO,M,SEGULA Marsel,222,222,0,12,2017
1153,0,135588,EGY,M,NAGY Marwan,221,0,0,12,2017
1154,987,131797,AUS,M,LUU Skyy,220,234,0,12,2017
1154,994,132853,MYA,M,OO Soe Min,220,220,0,12,2017
1156,988,124378,USA,M,GODHWANI Aditya,219,229,0,12,2017
1156,983,132984,SVK,M,IVANCO Felix,219,239,0,12,2017
1158,991,131660,ROU,M,IACOB Bogdan,218,222,0,12,2017
1158,995,134430,MNE,M,CUBOVIC Branko,218,218,0,12,2017
1160,993,131066,BUL,M,HRISTEV Hristo,217,221,0,12,2017
1161,0,121420,KSA,M,ALMUTAIRI Turki,215,0,0,12,2017
1161,0,123815,COK,M,IVAITI Mel,215,0,0,12,2017
1161,0,131338,EGY,M,ASHOUR Marwan,215,0,0,12,2017
1161,0,131386,BUL,M,RADKEV Ivan,215,0,0,12,2017
1161,0,132159,TUV,M,VAEA Tulimanu,215,0,0,12,2017
1161,0,132351,JOR,M,ALDMAISY Raed,215,0,0,12,2017
1161,0,132938,SRB,M,JOVICIC Vladimir,215,0,0,12,2017
1161,0,133469,KSA,M,ALSUWAILEM Salem,215,0,0,12,2017
1161,0,133474,KSA,M,ALHARBI Khalid,215,0,0,12,2017
1161,0,133508,EGY,M,MAHFOUZ Amr,215,0,0,12,2017
1161,0,134230,SRB,M,GRUJIC Zvezdan,215,0,0,12,2017
1161,0,135531,SRB,M,KOMLUSAN Milan,215,0,0,12,2017
1161,0,135582,EGY,M,OMRAN Omar,215,0,0,12,2017
1161,0,135586,EGY,M,SALEH Mostafa,215,0,0,12,2017
1161,0,135592,EGY,M,ABDELHADY Youssef,215,0,0,12,2017
1161,0,135596,EGY,M,BADAWY Ahmed,215,0,0,12,2017
0,0,120864,RUS,M,KISELEV Maksim,1164,1164,0,12,2017
0,0,117031,IND,M,SRIRAM Sushmit,1166,1166,0,12,2017
0,0,120775,FRA,M,CHOBEAU Clement,1169,1169,0,12,2017
0,0,112685,CGO,M,LAWAL Abiodun,1172,1172,0,12,2017
1177,999,134218,CRO,M,MILOHANOVIC Andrea,212,212,0,12,2017
1178,996,122991,CRO,M,SANTEK Leon,211,215,0,12,2017
0,0,132136,CHN,M,YU Zhengyang,1179,1179,0,12,2017
1179,997,122078,ITA,M,GIOVANNETTI Tommaso,210,214,0,12,2017
1180,1001,133693,GAB,M,BRINGAUD Andy,209,209,0,12,2017
1181,1003,135041,ESA,M,ORANTES Diego,205,205,0,12,2017
0,0,101576,SRI,M,RANJANA Chalitha,1182,1182,0,12,2017
1182,1002,133776,COL,M,MONTES Santiago,204,208,0,12,2017
1182,0,135006,POL,M,MICHALSKI Piotr,204,0,0,12,2017
0,0,106947,IRI,M,OMRANI Seyed Pourya,1184,1184,0,12,2017
1184,1004,133888,ARU,M,HOEK Jean-Claude,202,202,0,12,2017
1185,1005,124007,ARU,M,MATHILDA Jeandry,201,201,0,12,2017
1186,1006,117476,CAM,M,SOEUNG Tola,200,200,0,12,2017
1186,997,118047,ESA,M,GALEANO Jaime,200,214,0,12,2017
1186,0,131378,KSA,M,ALSHAYA Basil,200,0,0,12,2017
1186,1006,131720,LAO,M,OLIYAVONG Phonepaseud,200,200,0,12,2017
1186,1006,132106,GUA,M,BARRIOS Leonel,200,200,0,12,2017
1186,0,132922,MNE,M,PEKOVIC Dusan,200,0,0,12,2017
1186,0,132924,MNE,M,JASAROVIC Alan,200,0,0,12,2017
1186,0,133466,KSA,M,ARIF Mooaz,200,0,0,12,2017
1186,0,134231,SRB,M,VIDIC Petar,200,0,0,12,2017
1186,0,134970,COD,M,NGEFUASSA Exauce,200,0,0,12,2017
1186,0,135390,KSA,M,ALMATHLUH Mohammed,200,0,0,12,2017
1186,0,135461,SWE,M,BABTIST Gustav,200,0,0,12,2017
1186,0,135462,SWE,M,CASTRO Alwin Leif Luis,200,0,0,12,2017
1186,0,135473,POL,M,CHOJNACKI Jakub,200,0,0,12,2017
1186,0,135474,POL,M,KURLENDA Krzysztof,200,0,0,12,2017
1186,0,135476,POL,M,PISZCZATOWSKI Pawel,200,0,0,12,2017
1186,0,135481,COD,M,KALUBUENDA Jean,200,0,0,12,2017
1186,0,135487,SRB,M,SUJICA Mateja,200,0,0,12,2017
1186,0,135530,SRB,M,OROS Andras,200,0,0,12,2017
1186,0,135579,EGY,M,FATHY Yehia,200,0,0,12,2017
1186,0,135580,EGY,M,ZAKI Seif,200,0,0,12,2017
1186,0,135581,EGY,M,EMAD Seif,200,0,0,12,2017
1186,0,135670,FIJ,M,FESAU Tereititaake,200,0,0,12,2017
1186,0,135671,FIJ,M,RODAN Gideon,200,0,0,12,2017
0,0,110959,IRI,M,MIRALMASI Amin,1187,1187,0,12,2017
0,0,107635,PAK,M,QURESHI Asim,1194,1194,0,12,2017
0,0,134952,JPN,M,NISHIMURA Seiya,1195,1195,0,12,2017
1210,1011,123489,CAM,M,LIM Sok Long,199,199,0,12,2017
1211,1012,123784,DJI,M,DJAMAL Ahmed,198,198,0,12,2017
1212,1013,122251,MAD,M,RAZAFINDRAKOTO Amboara,196,196,0,12,2017
1212,1013,134398,KAZ,M,KHARKI Iskender,196,196,0,12,2017
1214,0,120732,ALG,M,TIFOURA Islam,195,200,0,12,2017
1214,1015,131690,BUL,M,SARIEV Stoyan,195,195,0,12,2017
1214,1015,132212,KOS,M,DRAGIDELLA Yll,195,195,0,12,2017
1217,1019,132268,CAM,M,SARAK Soupring,194,194,0,12,2017
1218,1020,134390,SEN,M,DRAME Abdoulaye,193,193,0,12,2017
1219,1015,134000,KOS,M,MAHMUTI Kreshnik,192,195,0,12,2017
1219,1021,134103,CRO,M,DRAGUN Luka,192,192,0,12,2017
1221,1022,132869,LAO,M,MOSANGSINH Sonpasith,190,190,0,12,2017
1222,1023,131471,SMR,M,MORRI Andrea,183,183,0,12,2017
1223,1024,134102,CRO,M,ZNIKA Petar,181,181,0,12,2017
1224,1006,133582,SVK,M,TUTURA Marek,175,200,0,12,2017
1224,0,135383,QAT,M,ALNASER Rawad,175,0,0,12,2017
1224,0,135384,QAT,M,KORANI Ahmed,175,0,0,12,2017
1224,0,135385,QAT,M,ALY Yousof,175,0,0,12,2017
0,0,120227,TPE,M,YU Cheng-Feng,1225,1225,0,12,2017
1228,1025,133802,AUS,M,KOCJANCIC Daniel,174,174,0,12,2017
1229,1026,134565,AUT,M,RAMSL Erik,170,170,0,12,2017
1230,1027,133845,ITA,M,BUCCI Valerio,152,152,0,12,2017
0,0,102801,BLR,M,FOREITOROV Dmitry,1235,1235,0,12,2017
0,0,103723,SCO,M,HOWIESON Craig,1241,1241,0,12,2017
0,0,113341,SRB,M,RADONJIC Vladimir,1241,1241,0,12,2017
0,0,104514,ALG,M,KHEROUF Sami,1244,1244,0,12,2017
0,0,112033,IRI,M,TAHERKHANI Hamidreza,1250,1250,0,12,2017
0,0,123322,RUS,M,ZHUKOV Aleksei,1251,1251,0,12,2017
0,0,132171,KOR,M,CHOI Inhyeok,1256,1256,0,12,2017
0,0,106930,LUX,M,OLTEANU ^^ Dragos,1263,1263,0,12,2017
0,0,104926,BLR,M,KUCHUK Aleksandr,1273,1273,0,12,2017
0,0,123881,JPN,M,NUMAMURA Seiya,1290,1290,0,12,2017
0,0,100939,BRA,M,BARRETO Israel,1299,1299,0,12,2017
0,0,100915,BLR,M,BARBOLIN Illia,1300,1300,0,12,2017
0,0,106396,MAR,M,TIRSELT Mounaim,1301,1301,0,12,2017
0,0,119584,TUR,M,ULUCAK Batuhan,1320,1320,0,12,2017
0,0,133689,JPN,M,ONISHI Naoya,1325,1325,0,12,2017
0,0,104238,IND,M,KUMAR Jubin,1340,1340,0,12,2017
0,0,107939,CHI,M,RODRIGUEZ Alejandro,1340,1340,0,12,2017
0,0,107434,VEN,M,PINO Jonathan,1343,1343,0,12,2017
0,0,110241,LUX,M,XIA ^ Cheng,1344,1344,0,12,2017
0,0,113446,MNE,M,CEKIC Irfan,1349,1349,0,12,2017
0,0,100154,TOG,M,AGBETOGLO Mawussi,1356,1356,0,12,2017
0,0,112176,BRA,M,TOMA Danilo,1357,1357,0,12,2017
0,0,121516,KOR,M,HAN YuBeen,1357,1357,0,12,2017
0,0,107429,POR,M,PINHO Diogo,1364,1364,0,12,2017
0,0,121487,TPE,M,LAI Chi-Chien,1367,1367,0,12,2017
0,0,116547,RUS,M,SHVETC Kirill,1387,1387,0,12,2017
0,0,115958,FRA,M,BRETON Arthur,1388,1388,0,12,2017
0,0,101317,RUS,M,BRATCHENKO Sergei,1393,1393,0,12,2017
0,0,119927,IRI,M,LOTFIJANABADI Miad,1400,1400,0,12,2017
0,0,115142,PER,M,RODRIGUEZ Diego,1408,1408,0,12,2017
0,0,106319,CUB,M,MORA Yohan,1435,1435,0,12,2017
0,0,116837,ESP,M,VEDRIEL Carlos,1442,1442,0,12,2017
0,0,116162,TPE,M,WANG LI Chung-Yi,1451,1451,0,12,2017
0,0,109691,EST,M,VAINULA Vallot,1459,1459,0,12,2017
0,0,108671,POR,M,SILVA Diogo,1463,1463,0,12,2017
0,0,118134,BRA,M,KOHATSU Massao,1473,1473,0,12,2017
0,0,106499,HUN,M,MUSKO Peter,1479,1479,0,12,2017
0,0,108921,TTO,M,ST LOUIS Dexter,1489,1489,0,12,2017
0,0,117354,JPN,M,KAKITSUKA Masato,1507,1507,0,12,2017
0,0,112346,KOR,M,CHOI Wonjin,1510,1510,0,12,2017
0,0,114030,CRO,M,SIMOVIC Miho,1510,1510,0,12,2017
0,0,108555,ISR,M,SHARON Yaniv,1515,1515,0,12,2017
0,0,103697,SLO,M,HORVAT Mitja,1526,1526,0,12,2017
0,0,111015,BEL,M,INDEHERBERG Julien,1549,1549,0,12,2017
0,0,107606,UKR,M,PYSAR Dmytro,1551,1551,0,12,2017
0,0,133261,JPN,M,UEMURA Keiya,1570,1570,0,12,2017
0,0,119603,TPE,M,HUANG Chien-Tu,1575,1575,0,12,2017
0,0,111827,SRB,M,CREPULJA Bojan,1585,1585,0,12,2017
0,0,103151,POL,M,GOLEBIOWSKI Mateusz,1593,1593,0,12,2017
0,0,108758,SLO,M,SLATINSEK Uros,1622,1622,0,12,2017
0,0,106049,TUR,M,MENGE Gencay,1624,1624,0,12,2017
0,0,121492,TPE,M,WANG Tai-Wei,1653,1653,0,12,2017
0,0,120983,JPN,M,IZUMO Takuto,1658,1682,0,12,2017
0,0,101781,POL,M,CHOJNOWSKI Patryk,1691,1691,0,12,2017
0,0,123846,JPN,M,KORIYAMA Hokuto,1695,1695,0,12,2017
0,0,112261,UZB,M,KENJAEV Zokhid,1732,1732,0,12,2017
0,0,108667,POR,M,SILVA Andre,1778,1778,0,12,2017
0,0,133828,CHN,M,YU Heyi,1789,1789,0,12,2017
0,0,100217,SWE,M,AKERSTROM Fabian,1798,1798,0,12,2017
0,0,101393,LAT,M,BURGIS Matiss,1835,1835,0,12,2017
0,0,105082,EGY,M,LASHIN El-Sayed,1865,1865,0,12,2017
0,0,120313,JPN,M,SAMBE Kohei,1939,1939,0,12,2017
0,0,109499,NGR,M,TORIOLA Segun,2001,2001,0,12,2017
0,0,120845,KOR,M,KANG Dongsoo,2046,2046,0,12,2017
0,0,109990,GER,M,WANG ^^ Xi,2055,2063,0,12,2017
0,0,117336,JPN,M,JIN Takuya,2123,2131,0,12,2017
0,0,114247,CAN,M,WANG ^ Eugene,2158,2158,0,12,2017
0,0,105176,KOR,M,LEE Jungwoo,2187,2187,0,12,2017